airfoil,case,mach,AoA,Re,cd,cl,convergence_file,flow_tensor_path,full_flow_tensor_path
30447G2AL0,1,0.7974749780735629,2.471447995692567,4640000.0,0.8444951306044052,0.06679756195564784,airfoil_30447_G2_A_L0_case_1_convergence.pkl,30447G2AL0_1_000_Mach_0.7975_flow_tensor.npy,30447G2AL0_1_Mach_0.7975_full_flow_tensor.npy
11406G2AL0,11,0.23189927821020132,0.03385862144960594,6940000.0,0.2568010858129473,0.010257218502404838,airfoil_11406_G2_A_L0_case_11_convergence.pkl,11406G2AL0_11_000_Mach_0.2319_flow_tensor.npy,11406G2AL0_11_Mach_0.2319_full_flow_tensor.npy
41588G2AL0,11,0.3540296592587372,2.5746301483600096,1010000.0,0.7299928600612783,0.011446291580003206,airfoil_41588_G2_A_L0_case_11_convergence.pkl,41588G2AL0_11_000_Mach_0.3540_flow_tensor.npy,41588G2AL0_11_Mach_0.3540_full_flow_tensor.npy
51721G2AL0,3,0.2828923937710723,4.670977508032737,4710000.0,0.9346280597900474,0.011526252472995218,airfoil_51721_G2_A_L0_case_3_convergence.pkl,51721G2AL0_3_000_Mach_0.2829_flow_tensor.npy,51721G2AL0_3_Mach_0.2829_full_flow_tensor.npy
31248G2AL0,7,0.5613199404278579,5.8303112985891845,3790000.0,1.1131208378177397,0.039754076987971475,airfoil_31248_G2_A_L0_case_7_convergence.pkl,31248G2AL0_7_000_Mach_0.5613_flow_tensor.npy,31248G2AL0_7_Mach_0.5613_full_flow_tensor.npy
2442G2AL0,8,0.4431972262746863,4.780219755793144,4000000.0,0.6361366370188571,0.013351253255232523,airfoil_2442_G2_A_L0_case_8_convergence.pkl,2442G2AL0_8_000_Mach_0.4432_flow_tensor.npy,2442G2AL0_8_Mach_0.4432_full_flow_tensor.npy
20075G2AL0,4,0.5013295528212827,5.034966125742315,6330000.0,1.1696626692508139,0.011385227517576339,airfoil_20075_G2_A_L0_case_4_convergence.pkl,20075G2AL0_4_000_Mach_0.5013_flow_tensor.npy,20075G2AL0_4_Mach_0.5013_full_flow_tensor.npy
3354G2AL0,9,0.16545059311180943,5.517869996807498,9330000.0,0.8326897062618616,0.011451497727389232,airfoil_3354_G2_A_L0_case_9_convergence.pkl,3354G2AL0_9_000_Mach_0.1655_flow_tensor.npy,3354G2AL0_9_Mach_0.1655_full_flow_tensor.npy
53180G2AL0,7,0.523140802644721,-1.4731944521827214,4540000.0,0.569353376458496,0.0124384149846144,airfoil_53180_G2_A_L0_case_7_convergence.pkl,53180G2AL0_7_000_Mach_0.5231_flow_tensor.npy,53180G2AL0_7_Mach_0.5231_full_flow_tensor.npy
28766G2AL0,10,0.6121363329524591,-1.662199769803679,9770000.0,0.2660965925345592,0.009646741533850957,airfoil_28766_G2_A_L0_case_10_convergence.pkl,28766G2AL0_10_000_Mach_0.6121_flow_tensor.npy,28766G2AL0_10_Mach_0.6121_full_flow_tensor.npy
24971G2AL0,6,0.6312437763261042,1.5890757795737573,9600000.0,0.9277117549488496,0.010331872220533181,airfoil_24971_G2_A_L0_case_6_convergence.pkl,24971G2AL0_6_000_Mach_0.6312_flow_tensor.npy,24971G2AL0_6_Mach_0.6312_full_flow_tensor.npy
31496G2AL0,5,0.4292686640630564,2.964716706411477,4790000.0,0.745087283857289,0.012858102812770769,airfoil_31496_G2_A_L0_case_5_convergence.pkl,31496G2AL0_5_000_Mach_0.4293_flow_tensor.npy,31496G2AL0_5_Mach_0.4293_full_flow_tensor.npy
41834G2AL0,4,0.8449453626788541,-1.2141113507428738,4600000.0,0.23528166923339366,0.06454775101347882,airfoil_41834_G2_A_L0_case_4_convergence.pkl,41834G2AL0_4_000_Mach_0.8449_flow_tensor.npy,41834G2AL0_4_Mach_0.8449_full_flow_tensor.npy
2244G2AL0,3,0.4148847597882638,4.4679919973234865,8630000.0,1.043776452535103,0.015406919847773454,airfoil_2244_G2_A_L0_case_3_convergence.pkl,2244G2AL0_3_000_Mach_0.4149_flow_tensor.npy,2244G2AL0_3_Mach_0.4149_full_flow_tensor.npy
16472G2AL0,12,0.8252679508476749,3.6938360637770824,4860000.0,-0.29294425976388794,0.12718732818451686,airfoil_16472_G2_A_L0_case_12_convergence.pkl,16472G2AL0_12_000_Mach_0.8253_flow_tensor.npy,16472G2AL0_12_Mach_0.8253_full_flow_tensor.npy
41173G2AL0,1,0.7153167359758383,2.687202159599055,3660000.0,0.8381744918566874,0.07859001793768199,airfoil_41173_G2_A_L0_case_1_convergence.pkl,41173G2AL0_1_000_Mach_0.7153_flow_tensor.npy,41173G2AL0_1_Mach_0.7153_full_flow_tensor.npy
25552G2AL0,8,0.41051173039257316,-1.2138418791475352,8730000.0,-0.04920527031053887,0.010411194440035264,airfoil_25552_G2_A_L0_case_8_convergence.pkl,25552G2AL0_8_000_Mach_0.4105_flow_tensor.npy,25552G2AL0_8_Mach_0.4105_full_flow_tensor.npy
2218G2AL0,6,0.6577405854213364,3.4259856701701557,6410000.0,0.35108627043440327,0.049149963222002685,airfoil_2218_G2_A_L0_case_6_convergence.pkl,2218G2AL0_6_000_Mach_0.6577_flow_tensor.npy,2218G2AL0_6_Mach_0.6577_full_flow_tensor.npy
41755G2AL0,0,0.19752202429555965,4.015612586621472,2520000.0,1.2483760977956095,0.012932535289441516,airfoil_41755_G2_A_L0_case_0_convergence.pkl,41755G2AL0_0_000_Mach_0.1975_flow_tensor.npy,41755G2AL0_0_Mach_0.1975_full_flow_tensor.npy
47733G2AL0,3,0.18764474457842503,1.5295721792659638,8800000.0,0.676748779361321,0.00869084975401186,airfoil_47733_G2_A_L0_case_3_convergence.pkl,47733G2AL0_3_000_Mach_0.1876_flow_tensor.npy,47733G2AL0_3_Mach_0.1876_full_flow_tensor.npy
3598G2AL0,6,0.579573558860546,1.8021834166648132,1730000.0,0.8885109861652548,0.01579268901434289,airfoil_3598_G2_A_L0_case_6_convergence.pkl,3598G2AL0_6_000_Mach_0.5796_flow_tensor.npy,3598G2AL0_6_Mach_0.5796_full_flow_tensor.npy
40297G2AL0,8,0.4916297131592178,4.423639648762271,4760000.0,1.2746342533231856,0.016609819254678714,airfoil_40297_G2_A_L0_case_8_convergence.pkl,40297G2AL0_8_000_Mach_0.4916_flow_tensor.npy,40297G2AL0_8_Mach_0.4916_full_flow_tensor.npy
11666G2AL0,8,0.10884736167767523,3.336085425451876,6490000.0,0.8587769991664872,0.012893220956435372,airfoil_11666_G2_A_L0_case_8_convergence.pkl,11666G2AL0_8_000_Mach_0.1088_flow_tensor.npy,11666G2AL0_8_Mach_0.1088_full_flow_tensor.npy
668G2AL0,11,0.8153356891723796,-1.014052945844047,1670000.0,-0.5071900126019345,0.11494516921641991,airfoil_668_G2_A_L0_case_11_convergence.pkl,668G2AL0_11_000_Mach_0.8153_flow_tensor.npy,668G2AL0_11_Mach_0.8153_full_flow_tensor.npy
7971G2AL0,9,0.4833493539589383,2.967566238048593,4400000.0,1.149360563372723,0.01523414898237457,airfoil_7971_G2_A_L0_case_9_convergence.pkl,7971G2AL0_9_000_Mach_0.4833_flow_tensor.npy,7971G2AL0_9_Mach_0.4833_full_flow_tensor.npy
21540G2AL0,0,0.6575166227433498,4.704027020380531,9750000.0,0.9588772818240876,0.06693070513722947,airfoil_21540_G2_A_L0_case_0_convergence.pkl,21540G2AL0_0_000_Mach_0.6575_flow_tensor.npy,21540G2AL0_0_Mach_0.6575_full_flow_tensor.npy
54180G2AL0,12,0.4361031811013605,5.897062079400376,8010000.0,0.9969100060746098,0.011736436309359428,airfoil_54180_G2_A_L0_case_12_convergence.pkl,54180G2AL0_12_000_Mach_0.4361_flow_tensor.npy,54180G2AL0_12_Mach_0.4361_full_flow_tensor.npy
41860G2AL0,13,0.15588516236694103,-1.4070359758328925,4080000.0,0.2798951796193996,0.009019510532041407,airfoil_41860_G2_A_L0_case_13_convergence.pkl,41860G2AL0_13_000_Mach_0.1559_flow_tensor.npy,41860G2AL0_13_Mach_0.1559_full_flow_tensor.npy
10720G2AL0,5,0.493141465208092,-1.6369429353677132,2530000.0,0.04238127214150567,0.008793326036441536,airfoil_10720_G2_A_L0_case_5_convergence.pkl,10720G2AL0_5_000_Mach_0.4931_flow_tensor.npy,10720G2AL0_5_Mach_0.4931_full_flow_tensor.npy
12629G2AL0,3,0.33235362988815065,5.004933537556908,4400000.0,0.7129864879056284,0.01073906557825571,airfoil_12629_G2_A_L0_case_3_convergence.pkl,12629G2AL0_3_000_Mach_0.3324_flow_tensor.npy,12629G2AL0_3_Mach_0.3324_full_flow_tensor.npy
24567G2AL0,11,0.8072129039624666,4.736307010585078,1820000.0,0.7666298682880932,0.09058111645411744,airfoil_24567_G2_A_L0_case_11_convergence.pkl,24567G2AL0_11_000_Mach_0.8072_flow_tensor.npy,24567G2AL0_11_Mach_0.8072_full_flow_tensor.npy
56081G2AL0,3,0.4705605688589666,-1.3966274027756835,3960000.0,0.16383461832266538,0.009552906738757786,airfoil_56081_G2_A_L0_case_3_convergence.pkl,56081G2AL0_3_000_Mach_0.4706_flow_tensor.npy,56081G2AL0_3_Mach_0.4706_full_flow_tensor.npy
47802G2AL0,13,0.8409982248979794,0.37275806775201126,7470000.0,0.31399673249226095,0.045116607629483815,airfoil_47802_G2_A_L0_case_13_convergence.pkl,47802G2AL0_13_000_Mach_0.8410_flow_tensor.npy,47802G2AL0_13_Mach_0.8410_full_flow_tensor.npy
30585G2AL0,9,0.7380632399463368,5.4448918902981465,1380000.0,0.9390734651012604,0.07585389829411546,airfoil_30585_G2_A_L0_case_9_convergence.pkl,30585G2AL0_9_000_Mach_0.7381_flow_tensor.npy,30585G2AL0_9_Mach_0.7381_full_flow_tensor.npy
32415G2AL0,2,0.7654743340076108,5.250122979861347,6510000.0,0.28845203927783836,0.05472763350851392,airfoil_32415_G2_A_L0_case_2_convergence.pkl,32415G2AL0_2_000_Mach_0.7655_flow_tensor.npy,32415G2AL0_2_Mach_0.7655_full_flow_tensor.npy
276G2AL0,8,0.39670539642310765,-0.32510677043075575,5650000.0,0.08595544828906633,0.010903293414669989,airfoil_276_G2_A_L0_case_8_convergence.pkl,276G2AL0_8_000_Mach_0.3967_flow_tensor.npy,276G2AL0_8_Mach_0.3967_full_flow_tensor.npy
50418G2AL0,10,0.1354788997107988,-1.9884973965249424,6180000.0,0.4960949678195046,0.012249056034883363,airfoil_50418_G2_A_L0_case_10_convergence.pkl,50418G2AL0_10_000_Mach_0.1355_flow_tensor.npy,50418G2AL0_10_Mach_0.1355_full_flow_tensor.npy
3712G2AL0,12,0.5328562142749927,3.1864930023330453,4220000.0,0.8659920318130941,0.012753902964491878,airfoil_3712_G2_A_L0_case_12_convergence.pkl,3712G2AL0_12_000_Mach_0.5329_flow_tensor.npy,3712G2AL0_12_Mach_0.5329_full_flow_tensor.npy
2983G2AL0,1,0.8276643988781837,1.603330319865854,1690000.0,-0.13142581130131717,0.12458825460680936,airfoil_2983_G2_A_L0_case_1_convergence.pkl,2983G2AL0_1_000_Mach_0.8277_flow_tensor.npy,2983G2AL0_1_Mach_0.8277_full_flow_tensor.npy
12916G2AL0,0,0.1551811498618123,4.480440986216622,5620000.0,0.7392333671793737,0.010245196109884364,airfoil_12916_G2_A_L0_case_0_convergence.pkl,12916G2AL0_0_000_Mach_0.1552_flow_tensor.npy,12916G2AL0_0_Mach_0.1552_full_flow_tensor.npy
2889G2AL0,13,0.5984553159634807,0.9823581707821591,9320000.0,0.2189741103149972,0.010277935021191191,airfoil_2889_G2_A_L0_case_13_convergence.pkl,2889G2AL0_13_000_Mach_0.5985_flow_tensor.npy,2889G2AL0_13_Mach_0.5985_full_flow_tensor.npy
24212G2AL0,3,0.33854049149271437,0.24198355677264605,1910000.0,0.01707588423316495,0.008721243606082502,airfoil_24212_G2_A_L0_case_3_convergence.pkl,24212G2AL0_3_000_Mach_0.3385_flow_tensor.npy,24212G2AL0_3_Mach_0.3385_full_flow_tensor.npy
52203G2AL0,12,0.7005114042972188,3.0107755248606702,7030000.0,0.9786145099372632,0.06704575483073978,airfoil_52203_G2_A_L0_case_12_convergence.pkl,52203G2AL0_12_000_Mach_0.7005_flow_tensor.npy,52203G2AL0_12_Mach_0.7005_full_flow_tensor.npy
13274G2AL0,0,0.40190258907324017,0.3282667810642379,7340000.0,0.07077212076030827,0.007502836563993785,airfoil_13274_G2_A_L0_case_0_convergence.pkl,13274G2AL0_0_000_Mach_0.4019_flow_tensor.npy,13274G2AL0_0_Mach_0.4019_full_flow_tensor.npy
9836G2AL0,4,0.3305867889636509,-0.5110904779151773,5090000.0,-0.06232696549646447,0.007312267101710153,airfoil_9836_G2_A_L0_case_4_convergence.pkl,9836G2AL0_4_000_Mach_0.3306_flow_tensor.npy,9836G2AL0_4_Mach_0.3306_full_flow_tensor.npy
31984G2AL0,11,0.5492346860902255,1.5147403093398437,4540000.0,0.6183613378836892,0.011386076059485004,airfoil_31984_G2_A_L0_case_11_convergence.pkl,31984G2AL0_11_000_Mach_0.5492_flow_tensor.npy,31984G2AL0_11_Mach_0.5492_full_flow_tensor.npy
1442G2AL0,7,0.416814129936529,5.504803504326326,8520000.0,0.7942877585784907,0.01041480188566113,airfoil_1442_G2_A_L0_case_7_convergence.pkl,1442G2AL0_7_000_Mach_0.4168_flow_tensor.npy,1442G2AL0_7_Mach_0.4168_full_flow_tensor.npy
10127G2AL0,7,0.8155868760199365,-0.24546101706163048,6050000.0,0.464261620701172,0.037087388686576024,airfoil_10127_G2_A_L0_case_7_convergence.pkl,10127G2AL0_7_000_Mach_0.8156_flow_tensor.npy,10127G2AL0_7_Mach_0.8156_full_flow_tensor.npy
40966G2AL0,4,0.5444904527101296,-1.9022293703307183,9040000.0,0.278282105701893,0.008758154959594236,airfoil_40966_G2_A_L0_case_4_convergence.pkl,40966G2AL0_4_000_Mach_0.5445_flow_tensor.npy,40966G2AL0_4_Mach_0.5445_full_flow_tensor.npy
56201G2AL0,9,0.3502632599080905,-0.0028060280705395346,6830000.0,0.20583692545868576,0.008621036692561436,airfoil_56201_G2_A_L0_case_9_convergence.pkl,56201G2AL0_9_000_Mach_0.3503_flow_tensor.npy,56201G2AL0_9_Mach_0.3503_full_flow_tensor.npy
22338G2AL0,7,0.7653589441908374,3.501507298537824,6700000.0,0.20729133255189044,0.052481375151814995,airfoil_22338_G2_A_L0_case_7_convergence.pkl,22338G2AL0_7_000_Mach_0.7654_flow_tensor.npy,22338G2AL0_7_Mach_0.7654_full_flow_tensor.npy
16035G2AL0,2,0.49875290350957,3.3321152077116434,1090000.0,1.0471705340821453,0.016761227701132815,airfoil_16035_G2_A_L0_case_2_convergence.pkl,16035G2AL0_2_000_Mach_0.4988_flow_tensor.npy,16035G2AL0_2_Mach_0.4988_full_flow_tensor.npy
667G2AL0,2,0.14543805002264693,1.1793876122249336,3850000.0,0.6941463021272131,0.012655396345039973,airfoil_667_G2_A_L0_case_2_convergence.pkl,667G2AL0_2_000_Mach_0.1454_flow_tensor.npy,667G2AL0_2_Mach_0.1454_full_flow_tensor.npy
1446G2AL0,2,0.7830263960470263,-1.6185048505273874,6400000.0,-0.16011828774438075,0.01552141754817846,airfoil_1446_G2_A_L0_case_2_convergence.pkl,1446G2AL0_2_000_Mach_0.7830_flow_tensor.npy,1446G2AL0_2_Mach_0.7830_full_flow_tensor.npy
54219G2AL0,4,0.5800051837048179,-0.5385455787100109,4050000.0,0.02409477216895355,0.009414414253191849,airfoil_54219_G2_A_L0_case_4_convergence.pkl,54219G2AL0_4_000_Mach_0.5800_flow_tensor.npy,54219G2AL0_4_Mach_0.5800_full_flow_tensor.npy
15880G2AL0,5,0.6695324272201497,3.2411673922899116,9500000.0,1.0272121964383405,0.020576378353425222,airfoil_15880_G2_A_L0_case_5_convergence.pkl,15880G2AL0_5_000_Mach_0.6695_flow_tensor.npy,15880G2AL0_5_Mach_0.6695_full_flow_tensor.npy
12536G2AL0,8,0.2478464795112126,-0.001992764856913798,2550000.0,0.40707821412056455,0.010249008929681506,airfoil_12536_G2_A_L0_case_8_convergence.pkl,12536G2AL0_8_000_Mach_0.2478_flow_tensor.npy,12536G2AL0_8_Mach_0.2478_full_flow_tensor.npy
40588G2AL0,5,0.5180086383636275,4.4827432944564825,2720000.0,1.2507633286107829,0.021595078604740227,airfoil_40588_G2_A_L0_case_5_convergence.pkl,40588G2AL0_5_000_Mach_0.5180_flow_tensor.npy,40588G2AL0_5_Mach_0.5180_full_flow_tensor.npy
2715G2AL0,1,0.7542703807761924,3.7466288382190402,8690000.0,0.2414104871140615,0.08560139269162893,airfoil_2715_G2_A_L0_case_1_convergence.pkl,2715G2AL0_1_000_Mach_0.7543_flow_tensor.npy,2715G2AL0_1_Mach_0.7543_full_flow_tensor.npy
43161G2AL0,7,0.848524957759126,5.3184495665288605,3890000.0,-0.05534427928112906,0.14616434641504483,airfoil_43161_G2_A_L0_case_7_convergence.pkl,43161G2AL0_7_000_Mach_0.8485_flow_tensor.npy,43161G2AL0_7_Mach_0.8485_full_flow_tensor.npy
50576G2AL0,8,0.819503281064866,3.3666915203050873,3040000.0,-0.35214134005826053,0.12989548670055454,airfoil_50576_G2_A_L0_case_8_convergence.pkl,50576G2AL0_8_000_Mach_0.8195_flow_tensor.npy,50576G2AL0_8_Mach_0.8195_full_flow_tensor.npy
5648G2AL0,12,0.3088416789305298,5.27948898009491,2380000.0,0.8975252724700579,0.011530836256953137,airfoil_5648_G2_A_L0_case_12_convergence.pkl,5648G2AL0_12_000_Mach_0.3088_flow_tensor.npy,5648G2AL0_12_Mach_0.3088_full_flow_tensor.npy
30378G2AL0,7,0.2881003214719193,-1.838432540302402,8140000.0,-0.12061607410274831,0.0078053559957519565,airfoil_30378_G2_A_L0_case_7_convergence.pkl,30378G2AL0_7_000_Mach_0.2881_flow_tensor.npy,30378G2AL0_7_Mach_0.2881_full_flow_tensor.npy
13269G2AL0,12,0.6960621731722159,4.974389169942071,6690000.0,0.8086138777521652,0.043559382070713935,airfoil_13269_G2_A_L0_case_12_convergence.pkl,13269G2AL0_12_000_Mach_0.6961_flow_tensor.npy,13269G2AL0_12_Mach_0.6961_full_flow_tensor.npy
736G2AL0,6,0.23170588821831395,0.09758804760542628,6030000.0,0.4151437889819049,0.0154675133299942,airfoil_736_G2_A_L0_case_6_convergence.pkl,736G2AL0_6_000_Mach_0.2317_flow_tensor.npy,736G2AL0_6_Mach_0.2317_full_flow_tensor.npy
31688G2AL0,9,0.7745199804490204,-0.7756771508643261,2450000.0,-0.3541526564191152,0.11487636346175095,airfoil_31688_G2_A_L0_case_9_convergence.pkl,31688G2AL0_9_000_Mach_0.7745_flow_tensor.npy,31688G2AL0_9_Mach_0.7745_full_flow_tensor.npy
41173G2AL0,5,0.5003412637701206,5.110699596153215,6030000.0,1.462357932893977,0.016801932460133086,airfoil_41173_G2_A_L0_case_5_convergence.pkl,41173G2AL0_5_000_Mach_0.5003_flow_tensor.npy,41173G2AL0_5_Mach_0.5003_full_flow_tensor.npy
41349G2AL0,0,0.23609360187416795,2.0547984999100697,7700000.0,0.5380206075696188,0.008604878300755124,airfoil_41349_G2_A_L0_case_0_convergence.pkl,41349G2AL0_0_000_Mach_0.2361_flow_tensor.npy,41349G2AL0_0_Mach_0.2361_full_flow_tensor.npy
